Age,Gender,Marital_Status,Dependents,Education,Employment_Type,Employer_Category,Work_Experience_Yrs,City_Tier,Net_Monthly_Income,Monthly_Expenses,Existing_EMI,Debt_To_Income_Ratio,CIBIL_Score,Loan_Amount_Requested,Loan_Tenure_Months,Loan_Approved
59,Female,Single,0,Master,Self-Employed,Self-Employed,3,Tier 1,90711,65098,0,0.718,758,75000,36,1
33,Female,Married,1,Bachelor,Salaried,MNC,8,Tier 1,16203,8462,0,0.522,780,1000000,12,1
60,Male,Married,1,PhD,Self-Employed,Self-Employed,8,Tier 2,102720,73365,4481,0.758,708,500000,48,1
50,Male,Married,3,Bachelor,Salaried,Startup,7,Tier 1,78332,48498,0,0.619,635,1000000,12,0
61,Male,Married,2,Master,Salaried,Private SME,0,Tier 1,63304,24563,8198,0.518,701,750000,60,1
33,Male,Married,2,Bachelor,Salaried,MNC,17,Tier 1,62218,33593,4481,0.612,626,300000,36,1
54,Male,Married,1,Bachelor,Self-Employed,Self-Employed,4,Tier 3,67276,33286,0,0.495,797,200000,48,1
56,Male,Married,0,High School,Self-Employed,Self-Employed,7,Tier 1,27523,13843,0,0.503,761,400000,36,1
50,Female,Married,1,Bachelor,Salaried,MNC,9,Tier 3,38629,18773,0,0.486,636,100000,12,1
45,Male,Married,2,High School,Self-Employed,Self-Employed,4,Tier 2,12000,4546,4800,0.779,604,300000,36,0
22,Male,Single,1,High School,Salaried,MNC,10,Tier 1,31180,14826,4481,0.619,698,400000,24,0
56,Male,Married,1,High School,Salaried,Startup,5,Tier 1,26598,14107,0,0.53,748,50000,12,1
38,Male,Married,0,Master,Self-Employed,Self-Employed,3,Tier 1,67942,29116,8198,0.549,775,150000,12,1
25,Male,Single,3,Bachelor,Salaried,Startup,0,Tier 1,73837,28027,0,0.38,638,400000,36,0
39,Female,Divorced,3,Master,Self-Employed,Self-Employed,4,Tier 1,96397,37518,0,0.389,642,1000000,48,1
38,Male,Married,0,Bachelor,Salaried,Government,7,Tier 1,32207,12458,4481,0.526,688,300000,60,1
52,Female,Married,2,Master,Salaried,Government,4,Tier 1,66223,33180,4481,0.569,713,1000000,48,1
41,Male,Married,0,Bachelor,Salaried,MNC,8,Tier 1,57644,22716,0,0.394,547,75000,60,0
30,Male,Married,1,High School,Salaried,Private SME,12,Tier 2,12000,7473,0,0.623,522,500000,24,0
57,Male,Married,0,Bachelor,Salaried,MNC,4,Tier 1,53943,24330,0,0.451,706,400000,60,1
42,Female,Married,0,Master,Salaried,Government,10,Tier 3,67863,49046,0,0.723,687,75000,48,1
33,Male,Married,0,Bachelor,Salaried,Private SME,6,Tier 1,50325,16518,0,0.328,714,750000,60,1
37,Female,Married,3,Master,Self-Employed,Self-Employed,7,Tier 2,83176,36554,0,0.439,834,300000,60,1
29,Male,Married,2,Master,Salaried,Startup,6,Tier 3,43814,27701,0,0.632,557,75000,24,0
44,Female,Married,0,Bachelor,Self-Employed,Self-Employed,7,Tier 1,64963,39507,0,0.608,843,200000,60,1
34,Male,Single,1,Master,Salaried,Private SME,2,Tier 2,79305,38802,0,0.489,698,50000,36,1
28,Female,Single,0,Master,Salaried,Startup,3,Tier 2,114722,79340,0,0.692,703,75000,24,1
57,Male,Married,0,High School,Salaried,Startup,3,Tier 3,38672,12843,0,0.332,676,750000,24,1
39,Female,Single,2,Bachelor,Self-Employed,Self-Employed,0,Tier 2,83263,44053,0,0.529,638,1000000,36,0
48,Male,Married,0,Master,Salaried,Private SME,1,Tier 1,115108,44913,0,0.39,660,50000,24,1
61,Male,Married,2,Bachelor,Salaried,MNC,5,Tier 2,62520,29276,0,0.468,870,150000,24,1
50,Male,Single,1,PhD,Salaried,Private SME,3,Tier 2,85242,52387,0,0.615,730,750000,48,1
27,Female,Single,0,High School,Salaried,MNC,5,Tier 1,28907,9959,4481,0.5,654,150000,48,0
46,Male,Married,1,Master,Self-Employed,Self-Employed,8,Tier 3,82218,26284,0,0.32,623,1000000,12,1
60,Female,Married,3,Master,Self-Employed,Self-Employed,6,Tier 2,122940,60163,0,0.489,629,50000,12,1
31,Male,Married,2,Master,Salaried,Government,5,Tier 1,82618,34876,8198,0.521,681,200000,24,1
34,Male,Divorced,0,Bachelor,Salaried,Private SME,0,Tier 3,62379,38939,4481,0.696,697,300000,24,0
41,Male,Single,2,Bachelor,Salaried,Startup,6,Tier 2,86045,28351,0,0.329,836,50000,36,1
28,Female,Single,3,Bachelor,Self-Employed,Self-Employed,3,Tier 2,91859,67509,4481,0.784,725,500000,36,1
23,Female,Married,0,Bachelor,Salaried,Government,8,Tier 2,55108,31926,0,0.579,739,50000,24,1
48,Female,Married,1,Master,Self-Employed,Self-Employed,2,Tier 3,85929,45161,0,0.526,664,300000,60,1
49,Male,Married,0,High School,Self-Employed,Self-Employed,1,Tier 2,26592,12914,8198,0.794,539,750000,48,0
43,Female,Divorced,1,Bachelor,Salaried,Private SME,11,Tier 2,59772,38077,0,0.637,641,100000,60,1
38,Female,Divorced,2,High School,Salaried,Government,0,Tier 3,46164,21251,0,0.46,679,200000,48,1
55,Male,Single,0,Bachelor,Salaried,Government,12,Tier 1,55164,35835,0,0.65,692,50000,24,1
33,Female,Single,0,Master,Salaried,Government,6,Tier 1,57387,35569,8198,0.763,608,50000,48,1
32,Female,Married,1,High School,Salaried,Private SME,4,Tier 2,27423,15030,0,0.548,659,75000,12,1
25,Female,Single,1,Master,Salaried,Private SME,4,Tier 2,99895,69916,8198,0.782,560,300000,24,0
59,Female,Single,1,High School,Self-Employed,Self-Employed,9,Tier 2,44765,20399,0,0.456,868,400000,24,1
31,Male,Married,2,Bachelor,Self-Employed,Self-Employed,6,Tier 2,56703,18487,4481,0.405,757,200000,24,1
31,Male,Married,0,Bachelor,Self-Employed,Self-Employed,6,Tier 2,28513,13380,0,0.469,653,50000,36,1
51,Female,Married,1,Bachelor,Salaried,Startup,5,Tier 2,54300,37678,0,0.694,603,50000,24,0
51,Male,Single,0,High School,Salaried,Government,4,Tier 3,33781,11309,0,0.335,832,50000,24,1
33,Female,Married,3,Master,Salaried,MNC,11,Tier 2,36760,23652,0,0.643,618,100000,24,1
34,Female,Married,1,Bachelor,Self-Employed,Self-Employed,4,Tier 3,75102,50420,0,0.671,637,150000,60,0
45,Female,Single,0,High School,Salaried,Private SME,0,Tier 3,49069,24170,8198,0.66,593,500000,48,0
53,Female,Single,0,Master,Salaried,Government,7,Tier 1,79439,30785,0,0.388,683,750000,12,1
53,Male,Married,0,Bachelor,Salaried,Startup,0,Tier 2,24817,11415,0,0.46,716,200000,24,1
35,Male,Divorced,0,Master,Salaried,MNC,11,Tier 1,98587,47253,4481,0.525,578,150000,48,1
36,Male,Divorced,2,Bachelor,Salaried,Private SME,7,Tier 3,59201,42596,0,0.72,803,1000000,12,1
58,Male,Single,2,High School,Salaried,Government,0,Tier 2,40738,17439,0,0.428,743,750000,48,1
26,Male,Married,1,High School,Salaried,Government,7,Tier 1,41154,30358,0,0.738,678,300000,24,0
45,Male,Married,1,Bachelor,Salaried,Private SME,4,Tier 3,40112,13997,0,0.349,591,100000,48,1
35,Female,Married,2,High School,Salaried,Private SME,11,Tier 2,38899,28719,0,0.738,481,400000,48,0
24,Female,Married,1,High School,Salaried,Startup,5,Tier 3,54143,21683,0,0.4,718,750000,48,1
24,Male,Single,0,Master,Salaried,MNC,5,Tier 1,33223,12474,8198,0.622,636,1000000,24,0
50,Male,Married,0,Bachelor,Salaried,MNC,4,Tier 3,74939,26531,8198,0.463,701,75000,36,1
54,Female,Single,3,Bachelor,Self-Employed,Self-Employed,4,Tier 2,62860,27804,0,0.442,690,750000,36,1
47,Male,Single,2,Bachelor,Salaried,Private SME,0,Tier 2,67117,38756,0,0.577,780,75000,48,1
51,Male,Married,0,Bachelor,Self-Employed,Self-Employed,3,Tier 3,51652,30983,8198,0.759,690,200000,24,0
52,Male,Divorced,0,Bachelor,Salaried,Government,1,Tier 2,51966,24241,8198,0.624,670,50000,48,1
59,Female,Single,2,Bachelor,Salaried,Private SME,4,Tier 2,28969,11698,4481,0.558,797,75000,36,1
29,Male,Married,1,PhD,Salaried,MNC,10,Tier 1,77055,57618,8198,0.854,681,400000,60,0
61,Female,Single,2,Bachelor,Self-Employed,Self-Employed,12,Tier 3,61380,25887,0,0.422,747,150000,60,1
28,Male,Married,0,Bachelor,Salaried,Government,6,Tier 2,84936,39939,4481,0.523,845,400000,48,1
34,Male,Married,3,High School,Salaried,Government,3,Tier 3,42150,21767,4481,0.623,786,150000,36,1
53,Male,Single,2,High School,Salaried,Startup,0,Tier 1,19638,12427,0,0.633,682,50000,60,0
43,Male,Single,0,High School,Salaried,Startup,4,Tier 1,37940,13978,0,0.368,687,300000,60,1
41,Female,Married,1,Bachelor,Salaried,Startup,1,Tier 1,43328,18187,0,0.42,839,750000,48,1
32,Female,Single,0,Bachelor,Salaried,Government,5,Tier 3,53735,40226,8198,0.901,682,300000,48,0
22,Female,Single,1,High School,Self-Employed,Self-Employed,5,Tier 1,39945,26815,0,0.671,655,400000,36,0
33,Male,Married,2,Master,Salaried,Government,6,Tier 1,127737,63835,0,0.5,775,400000,12,1
24,Female,Married,1,Bachelor,Self-Employed,Self-Employed,6,Tier 2,62655,21860,0,0.349,798,50000,60,1
40,Female,Married,2,PhD,Salaried,MNC,0,Tier 1,99936,68957,8198,0.772,661,75000,12,1
34,Female,Single,0,Bachelor,Salaried,MNC,2,Tier 3,64318,41957,0,0.652,709,50000,60,1
50,Male,Married,2,Master,Self-Employed,Self-Employed,2,Tier 2,58271,32708,0,0.561,557,50000,60,0
49,Male,Married,1,Master,Self-Employed,Self-Employed,4,Tier 3,115243,55547,0,0.482,672,500000,60,1
28,Male,Single,2,Master,Salaried,Startup,6,Tier 1,84666,61046,4481,0.774,746,150000,48,1
32,Female,Married,0,Bachelor,Salaried,Private SME,2,Tier 1,50242,21757,4481,0.522,730,1000000,12,1
61,Male,Single,1,Bachelor,Self-Employed,Self-Employed,18,Tier 2,67080,29811,4481,0.511,602,500000,24,1
58,Male,Married,1,Bachelor,Self-Employed,Self-Employed,10,Tier 2,83110,57677,0,0.694,686,200000,48,1
46,Female,Married,1,Bachelor,Self-Employed,Self-Employed,1,Tier 1,61933,36035,0,0.582,719,50000,60,1
22,Female,Married,1,Bachelor,Self-Employed,Self-Employed,11,Tier 1,55249,40216,0,0.728,482,750000,12,0
60,Female,Single,1,Bachelor,Salaried,Startup,12,Tier 3,56078,33100,4481,0.67,728,100000,12,1
34,Male,Single,3,Bachelor,Self-Employed,Self-Employed,0,Tier 1,69927,22016,0,0.315,817,400000,36,1
26,Female,Married,0,Bachelor,Salaried,Private SME,1,Tier 2,64534,24494,8198,0.507,816,400000,48,1
60,Male,Married,2,High School,Salaried,Government,6,Tier 2,41942,17901,0,0.427,761,1000000,24,1
51,Male,Single,1,Bachelor,Self-Employed,Self-Employed,10,Tier 1,51740,35714,8198,0.849,644,1000000,36,0
37,Male,Single,1,Bachelor,Salaried,MNC,7,Tier 2,61204,41244,4481,0.747,602,150000,12,1
45,Male,Single,2,Bachelor,Salaried,Startup,0,Tier 2,27097,17766,0,0.656,681,500000,36,0
52,Male,Married,2,Master,Salaried,Government,2,Tier 1,108706,59689,8198,0.625,753,500000,60,1
32,Female,Single,1,Bachelor,Self-Employed,Self-Employed,3,Tier 1,56763,20578,0,0.363,650,75000,48,1
33,Male,Married,2,PhD,Salaried,MNC,9,Tier 3,54365,19519,0,0.359,677,500000,24,1
39,Female,Single,0,High School,Salaried,MNC,0,Tier 1,34316,12241,0,0.357,665,200000,24,0
45,Male,Married,2,Master,Salaried,Private SME,0,Tier 2,95895,65647,4481,0.731,706,75000,12,1
51,Male,Single,1,Bachelor,Salaried,MNC,6,Tier 2,86095,31312,0,0.364,731,300000,36,1
57,Male,Married,1,PhD,Self-Employed,Self-Employed,5,Tier 1,104916,69647,0,0.664,523,500000,24,0
45,Male,Single,1,Bachelor,Salaried,MNC,9,Tier 3,68370,46500,0,0.68,724,150000,24,1
36,Female,Single,1,Master,Salaried,Government,3,Tier 1,64599,22432,0,0.347,762,1000000,60,1
58,Male,Married,1,High School,Salaried,MNC,10,Tier 1,65647,46340,8198,0.831,808,750000,60,0
43,Male,Single,1,Bachelor,Salaried,Government,9,Tier 2,51730,36412,8198,0.862,681,500000,12,0
34,Male,Married,2,Bachelor,Salaried,Government,5,Tier 1,56688,33286,8198,0.732,674,400000,36,0
26,Male,Married,1,Master,Salaried,Government,3,Tier 2,77056,40905,8198,0.637,622,400000,60,1
45,Female,Married,1,Bachelor,Salaried,Government,12,Tier 3,87554,51769,8198,0.685,895,500000,36,1
43,Male,Single,0,Master,Salaried,MNC,7,Tier 1,84358,40674,0,0.482,633,400000,12,1
32,Female,Married,2,Bachelor,Self-Employed,Self-Employed,4,Tier 1,72231,40803,0,0.565,506,50000,48,0
33,Female,Married,2,Bachelor,Salaried,Government,2,Tier 1,44778,32969,8198,0.919,763,200000,12,0
56,Female,Single,0,High School,Salaried,Government,11,Tier 3,45000,15794,8198,0.533,831,75000,48,1
59,Female,Divorced,0,Master,Salaried,Private SME,3,Tier 1,61065,24743,0,0.405,685,200000,60,1
54,Male,Married,0,High School,Salaried,Private SME,3,Tier 1,30760,16482,0,0.536,865,200000,24,1
26,Female,Divorced,3,Master,Self-Employed,Self-Employed,2,Tier 2,92504,38516,8198,0.505,820,300000,12,1
58,Female,Single,2,Bachelor,Salaried,Startup,4,Tier 2,49426,36908,0,0.747,608,300000,36,0
60,Male,Single,0,Bachelor,Salaried,Private SME,7,Tier 1,42592,26582,8198,0.817,751,300000,36,0
28,Male,Married,2,Bachelor,Self-Employed,Self-Employed,3,Tier 3,80145,39694,0,0.495,610,400000,48,1
28,Male,Married,0,Bachelor,Salaried,MNC,5,Tier 1,39289,27747,4481,0.82,558,75000,36,0
60,Female,Single,0,Master,Salaried,Government,3,Tier 2,126428,46146,8198,0.43,826,150000,60,1
53,Female,Married,3,Bachelor,Salaried,Private SME,7,Tier 1,76287,32769,8198,0.537,805,200000,48,1
54,Male,Married,2,High School,Salaried,Startup,5,Tier 3,62740,45810,0,0.73,735,1000000,24,0
35,Male,Married,2,PhD,Salaried,MNC,1,Tier 1,66137,36417,0,0.551,723,400000,12,1
56,Male,Married,1,Bachelor,Self-Employed,Self-Employed,5,Tier 1,69035,49311,0,0.714,760,75000,48,1
55,Male,Married,1,Master,Salaried,MNC,6,Tier 1,80281,59640,0,0.743,886,500000,60,1
42,Female,Single,3,Bachelor,Self-Employed,Self-Employed,4,Tier 3,73752,34080,0,0.462,701,75000,48,1
43,Male,Divorced,2,Master,Self-Employed,Self-Employed,0,Tier 1,59458,33261,8198,0.697,559,200000,60,0
60,Male,Single,0,High School,Salaried,Startup,11,Tier 1,53908,36712,8198,0.833,797,750000,48,0
42,Female,Single,1,Bachelor,Self-Employed,Self-Employed,1,Tier 2,67544,28553,4481,0.489,607,75000,48,1
25,Female,Married,3,Bachelor,Self-Employed,Self-Employed,8,Tier 1,51899,26003,4481,0.587,671,75000,24,1
51,Male,Divorced,3,Bachelor,Salaried,Government,4,Tier 3,24819,9158,0,0.369,615,75000,48,0
33,Female,Married,2,PhD,Salaried,Government,5,Tier 2,120310,71421,8198,0.662,677,400000,60,1
48,Male,Married,2,High School,Self-Employed,Self-Employed,5,Tier 1,36722,11085,0,0.302,626,200000,48,1
40,Male,Married,0,Master,Salaried,Government,10,Tier 2,52429,26329,0,0.502,701,750000,36,1
53,Male,Divorced,2,Bachelor,Salaried,MNC,6,Tier 1,45888,32952,4481,0.816,595,150000,24,0
36,Male,Single,2,Bachelor,Salaried,Private SME,6,Tier 2,67796,47713,0,0.704,439,50000,60,0
49,Male,Married,0,Bachelor,Self-Employed,Self-Employed,1,Tier 2,52056,34445,0,0.662,520,500000,12,0
43,Female,Married,2,Bachelor,Self-Employed,Self-Employed,11,Tier 2,58134,21132,0,0.364,867,300000,48,1
44,Female,Single,3,Bachelor,Salaried,Private SME,0,Tier 1,60619,32377,0,0.534,791,750000,60,1
54,Female,Married,0,Bachelor,Salaried,Startup,11,Tier 1,35323,22027,0,0.624,767,100000,36,1
27,Male,Married,2,Master,Salaried,MNC,0,Tier 3,90147,31148,0,0.346,598,1000000,48,0
58,Female,Married,2,High School,Self-Employed,Self-Employed,13,Tier 3,47466,17379,0,0.366,690,400000,36,1
57,Male,Single,1,Bachelor,Salaried,Private SME,7,Tier 1,97409,30978,0,0.318,736,50000,48,1
24,Male,Married,2,Bachelor,Salaried,MNC,3,Tier 1,68334,30434,8198,0.565,841,75000,48,1
54,Male,Single,0,Master,Salaried,Startup,0,Tier 3,83643,58114,0,0.695,496,200000,12,0
42,Male,Married,2,High School,Self-Employed,Self-Employed,5,Tier 2,15507,8193,4481,0.817,636,1000000,12,0
25,Female,Married,1,PhD,Salaried,Government,7,Tier 2,109517,74906,8198,0.759,503,75000,36,0
43,Male,Married,2,High School,Salaried,Private SME,6,Tier 2,64429,21753,0,0.338,727,500000,24,1
35,Male,Single,1,Bachelor,Self-Employed,Self-Employed,4,Tier 1,44325,14416,4481,0.426,693,200000,48,1
51,Female,Single,0,High School,Salaried,Private SME,3,Tier 2,17741,11740,0,0.662,637,750000,12,0
29,Male,Married,1,Bachelor,Salaried,Startup,10,Tier 3,40912,21437,0,0.524,872,100000,24,1
45,Male,Divorced,0,Master,Salaried,Startup,4,Tier 1,94700,48478,0,0.512,507,300000,36,0
45,Male,Divorced,0,Bachelor,Salaried,MNC,7,Tier 2,47209,24267,0,0.514,664,150000,60,1
41,Female,Married,0,High School,Salaried,Government,8,Tier 2,27993,13198,0,0.471,637,400000,12,0
29,Female,Single,2,High School,Salaried,Government,1,Tier 3,42602,29773,0,0.699,603,400000,48,0
58,Male,Single,3,Bachelor,Salaried,MNC,5,Tier 1,59505,31802,0,0.534,578,200000,12,0
42,Male,Single,3,PhD,Salaried,Startup,11,Tier 3,132614,97902,4481,0.772,540,1000000,48,0
43,Male,Single,2,Master,Salaried,Government,7,Tier 1,62788,42754,0,0.681,765,200000,12,1
24,Female,Single,2,Bachelor,Salaried,MNC,7,Tier 2,57185,36135,0,0.632,760,150000,36,1
49,Male,Single,0,Bachelor,Salaried,MNC,4,Tier 1,13284,7788,5313,0.986,528,750000,36,0
35,Male,Married,2,Master,Self-Employed,Self-Employed,10,Tier 3,59822,40429,0,0.676,769,400000,36,1
21,Male,Single,2,Bachelor,Salaried,Government,13,Tier 1,60846,42396,0,0.697,727,300000,36,1
50,Male,Married,0,Master,Salaried,Startup,2,Tier 3,67240,24203,0,0.36,673,100000,36,1
49,Male,Divorced,2,Bachelor,Salaried,Private SME,9,Tier 2,12000,5542,0,0.462,743,200000,48,0
40,Female,Married,1,Bachelor,Self-Employed,Self-Employed,0,Tier 3,67385,44639,8198,0.784,582,150000,48,0
53,Male,Married,3,Master,Salaried,MNC,8,Tier 1,88412,35328,0,0.4,783,200000,60,1
61,Male,Married,2,Bachelor,Salaried,MNC,7,Tier 1,36757,20723,0,0.564,724,75000,36,1
56,Female,Single,3,Master,Salaried,Startup,1,Tier 2,93243,60720,4481,0.699,716,200000,24,1
42,Female,Single,0,High School,Salaried,MNC,9,Tier 2,20573,8245,8198,0.799,568,400000,48,0
33,Male,Single,0,Bachelor,Salaried,Startup,2,Tier 1,40440,19447,8198,0.684,754,1000000,48,0
27,Male,Single,3,Bachelor,Self-Employed,Self-Employed,13,Tier 2,82922,59024,8198,0.811,804,1000000,60,0
28,Male,Married,0,Bachelor,Self-Employed,Self-Employed,6,Tier 1,80996,37274,4481,0.516,671,100000,48,1
48,Female,Divorced,1,Master,Salaried,Startup,5,Tier 2,92702,53037,0,0.572,608,150000,12,1
29,Male,Divorced,2,Bachelor,Salaried,Private SME,3,Tier 1,42732,21162,4481,0.6,422,50000,48,0
45,Female,Single,3,Bachelor,Self-Employed,Self-Employed,8,Tier 1,63998,44457,8198,0.823,517,750000,12,0
36,Female,Divorced,0,PhD,Salaried,Startup,7,Tier 3,104135,51116,0,0.491,746,100000,60,1
30,Male,Single,0,Master,Self-Employed,Self-Employed,6,Tier 2,27228,12569,8198,0.763,620,1000000,12,0
31,Male,Married,1,Bachelor,Self-Employed,Self-Employed,2,Tier 3,33902,12814,0,0.378,808,300000,24,1
51,Male,Single,1,Bachelor,Salaried,MNC,4,Tier 1,76681,35055,0,0.457,803,50000,48,1
32,Male,Single,1,Bachelor,Salaried,Startup,3,Tier 1,12000,7215,0,0.601,551,200000,24,0
51,Male,Single,2,Master,Self-Employed,Self-Employed,0,Tier 2,76493,28999,8198,0.486,800,1000000,36,1
34,Female,Married,2,Bachelor,Self-Employed,Self-Employed,5,Tier 1,54037,33363,0,0.617,709,200000,60,1
52,Female,Single,2,Master,Self-Employed,Self-Employed,1,Tier 1,52770,16083,0,0.305,764,200000,60,1
37,Male,Single,0,Bachelor,Self-Employed,Self-Employed,14,Tier 1,55151,25652,0,0.465,549,50000,48,0
55,Female,Divorced,2,High School,Salaried,MNC,13,Tier 1,38436,19589,0,0.51,712,400000,48,1
21,Male,Divorced,3,High School,Salaried,Private SME,7,Tier 1,40498,13901,0,0.343,794,200000,60,1
49,Male,Single,2,Bachelor,Self-Employed,Self-Employed,0,Tier 3,52255,31762,0,0.608,537,50000,48,0
24,Male,Married,0,Bachelor,Salaried,Government,7,Tier 2,66179,22913,0,0.346,791,500000,12,1
43,Female,Single,3,Bachelor,Self-Employed,Self-Employed,5,Tier 2,69756,23750,0,0.34,733,300000,12,1
48,Female,Single,1,Bachelor,Self-Employed,Self-Employed,10,Tier 1,37854,17623,0,0.466,787,400000,12,1
36,Female,Married,2,High School,Self-Employed,Self-Employed,10,Tier 3,52428,33146,4481,0.718,589,150000,60,0
32,Male,Married,0,Bachelor,Salaried,Government,2,Tier 1,51478,37767,0,0.734,677,50000,60,1
41,Male,Married,2,Bachelor,Salaried,MNC,4,Tier 1,13921,9037,5568,1.049,501,500000,24,0
37,Male,Married,3,Master,Salaried,Private SME,4,Tier 1,62068,31636,4481,0.582,692,50000,36,1
60,Male,Married,1,Bachelor,Salaried,Private SME,4,Tier 2,53899,22781,0,0.423,717,750000,48,1
33,Female,Married,0,Master,Self-Employed,Self-Employed,0,Tier 3,35004,15249,0,0.436,574,300000,60,0
52,Female,Married,0,Bachelor,Salaried,Startup,7,Tier 1,52568,22481,0,0.428,637,200000,24,1
57,Female,Married,0,Bachelor,Self-Employed,Self-Employed,6,Tier 3,48439,20598,4481,0.518,534,75000,36,0
35,Male,Single,1,High School,Salaried,Government,4,Tier 3,43187,14298,0,0.331,683,500000,12,1
32,Male,Married,2,PhD,Self-Employed,Self-Employed,7,Tier 1,74023,29550,8198,0.51,822,750000,48,1
35,Male,Married,0,Bachelor,Self-Employed,Self-Employed,7,Tier 1,52379,18257,0,0.349,591,100000,60,1
54,Male,Married,0,Bachelor,Self-Employed,Self-Employed,10,Tier 3,74350,22551,0,0.303,775,1000000,24,1
26,Male,Married,1,Master,Salaried,Private SME,9,Tier 1,82417,35317,0,0.429,679,500000,12,1
37,Female,Single,1,Bachelor,Salaried,Startup,10,Tier 3,60729,27843,0,0.458,736,1000000,36,1
40,Female,Married,2,Bachelor,Self-Employed,Self-Employed,2,Tier 3,48253,34614,0,0.717,647,200000,24,0
29,Male,Single,2,Master,Salaried,Startup,1,Tier 3,47572,35568,0,0.748,691,1000000,36,0
25,Male,Divorced,3,Master,Salaried,Private SME,9,Tier 2,89355,50105,0,0.561,781,150000,60,1
43,Male,Married,0,Master,Self-Employed,Self-Employed,12,Tier 3,46537,32829,0,0.705,698,1000000,24,0
53,Male,Single,1,Master,Salaried,Startup,9,Tier 2,116917,67601,0,0.578,675,750000,48,1
58,Female,Married,1,Bachelor,Salaried,Government,7,Tier 2,33775,17695,4481,0.657,641,400000,12,0
34,Male,Married,0,Master,Salaried,Government,6,Tier 1,68034,21716,0,0.319,837,150000,24,1
37,Male,Single,1,Bachelor,Salaried,Startup,17,Tier 3,74833,23951,4481,0.38,874,200000,60,1
39,Male,Married,2,Bachelor,Self-Employed,Self-Employed,9,Tier 3,53490,16788,0,0.314,691,200000,60,1
53,Female,Married,0,Bachelor,Salaried,Private SME,5,Tier 2,62793,23078,0,0.368,693,75000,36,1
21,Male,Married,0,Master,Self-Employed,Self-Employed,13,Tier 2,78333,26210,4481,0.392,752,200000,36,1
33,Male,Single,2,Master,Salaried,MNC,12,Tier 2,34320,13302,0,0.388,703,100000,48,1
47,Male,Married,2,Bachelor,Self-Employed,Self-Employed,0,Tier 3,35583,18988,4481,0.66,574,200000,60,0
26,Female,Divorced,1,High School,Salaried,MNC,1,Tier 1,34840,18341,0,0.526,884,50000,60,1
26,Female,Divorced,2,Bachelor,Self-Employed,Self-Employed,5,Tier 2,52999,24108,0,0.455,579,500000,60,0
53,Male,Married,3,PhD,Self-Employed,Self-Employed,11,Tier 3,111280,66733,4481,0.64,519,750000,12,0
50,Female,Divorced,0,High School,Self-Employed,Self-Employed,3,Tier 1,39591,18859,0,0.476,561,750000,12,0
55,Female,Married,0,Bachelor,Salaried,Private SME,1,Tier 3,52182,20826,8198,0.556,658,500000,60,0
43,Female,Married,0,Bachelor,Salaried,Startup,9,Tier 3,47153,28832,0,0.611,674,75000,12,1
30,Female,Married,2,Master,Salaried,MNC,0,Tier 3,96299,71366,8198,0.826,612,75000,60,0
39,Female,Single,1,Master,Salaried,Private SME,4,Tier 2,56149,37328,0,0.665,801,1000000,36,0
48,Male,Married,3,Master,Salaried,Government,1,Tier 2,43369,21091,0,0.486,662,200000,36,1
43,Female,Married,2,Bachelor,Self-Employed,Self-Employed,5,Tier 2,51631,24217,4481,0.556,479,300000,12,0
24,Male,Married,1,Master,Self-Employed,Self-Employed,2,Tier 1,96884,30750,8198,0.402,674,200000,36,1
40,Female,Married,0,Bachelor,Salaried,Government,5,Tier 1,43144,25700,0,0.596,706,50000,36,1
39,Male,Married,1,Bachelor,Salaried,MNC,7,Tier 3,59293,23727,0,0.4,594,50000,48,0
47,Female,Single,0,Master,Self-Employed,Self-Employed,6,Tier 2,48990,29765,0,0.608,706,500000,48,1
54,Female,Single,3,Bachelor,Salaried,Startup,3,Tier 1,39970,25663,0,0.642,613,200000,60,1
24,Male,Single,1,Master,Salaried,MNC,4,Tier 1,113175,78759,8198,0.768,724,500000,24,1
58,Female,Married,0,Bachelor,Self-Employed,Self-Employed,15,Tier 2,13544,7404,0,0.547,731,100000,24,0
27,Male,Single,1,Bachelor,Salaried,MNC,9,Tier 3,40121,27021,8198,0.878,787,200000,48,0
27,Female,Married,0,Bachelor,Self-Employed,Self-Employed,5,Tier 2,20237,12656,0,0.625,487,75000,60,0
46,Male,Married,1,Bachelor,Self-Employed,Self-Employed,6,Tier 1,39156,17966,0,0.459,825,500000,48,1
46,Male,Married,0,High School,Salaried,Government,7,Tier 2,49883,17353,4481,0.438,818,50000,36,1
39,Female,Married,2,High School,Salaried,MNC,2,Tier 1,59530,24346,0,0.409,569,200000,60,0
29,Male,Married,1,Master,Self-Employed,Self-Employed,6,Tier 1,40464,27517,0,0.68,498,400000,60,0
40,Female,Single,1,Master,Self-Employed,Self-Employed,1,Tier 2,93606,50593,8198,0.628,570,1000000,24,0
36,Male,Married,2,High School,Salaried,MNC,2,Tier 2,19944,11956,7977,0.999,832,200000,24,0
37,Male,Single,0,Bachelor,Salaried,Government,9,Tier 2,41846,27732,0,0.663,696,100000,24,1
42,Male,Single,1,Bachelor,Salaried,Government,10,Tier 3,60263,36168,0,0.6,647,150000,12,1
33,Male,Single,1,Bachelor,Self-Employed,Self-Employed,10,Tier 2,19506,13365,0,0.685,680,750000,36,0
32,Male,Single,1,Bachelor,Salaried,Private SME,5,Tier 3,41297,13993,0,0.339,821,200000,36,1
